Rank,Prev,Team,Conf,Region,Rating,AdjEff,AdjO,AdjD,AdjHFA,Elo,Elo+,Wins,Losses,DIII W,DIII L,Conf W,Conf L,Pred. W,Pred. L,Pred. DIIIW,Pred. DIIIL,Pred. ConfW,Pred. ConfL,To-Date SOS,To-Date SOS+,To-Date NCSOS,SOS,SOS+,NCSOS,Future SOS,Future SOS+,Future NCSOS,MOV+,SOR,E+,G+,A+,BA,EAW,GAW,AAW,Best MOV,Opp...44,Best Win,Opp...46,Worst MOV,Opp...48,Worst Loss,Opp...50,OGrade,DGrade,Grade,OError,DError,Error,OC,DC,HC,WinPerc,Exp_SOR,Exp_BestW,Exp_WorstL,AdjGames,AdjWP
39,37,Westminster Pa.,PAC,2,21.676287421703464,21.11802185814978,30.958606836154885,9.840584978005102,0.6023186425980244,1839.2498032903893,1873.6671297907626,0,1,0,1,0,0,7.3078013471380325,2.6921986528619675,7.3078013471380325,2.6921986528619675,6.054840689879878,1.9451593101201219,0.9243263670910584,0.31067252598194817,0.9243263670910584,0.4909457849902979,0.1478136575240248,0.8563928373378455,0.4427923869791022,0.12971822769536667,0.7884593075846326,-9.751096711048476,1,0,0,1,0,-0.8478987067565922,-0.44971424495194967,-0.10023221814414773,-9.751096711048476,Marietta,TRUE,NA,-9.751096711048476,Marietta,FALSE,NA,-4.747692588519616,22.143077901744263,17.395385313224647,-16.886595372529737,6.755379640844463,-10.131215731685273,N,B+,N,0,2.718281828459045,2.718281828459045,1,0.16666666666666666,-0.5905594713863039
40,40,Case Western Reserve,PAC,2,21.64765969853256,21.509535520562096,38.2631261061654,16.753590585603305,0.2925765223003125,1680.8339658501798,1774.7746348859898,0,0,0,0,0,0,7.421555396020635,2.5784446039793663,7.421555396020635,2.5784446039793663,6.18193791586755,1.8180620841324497,NA,NA,NA,0.523124730457833,0.1455750449757756,0.8014142902802641,0.523124730457833,0.1455750449757756,0.8014142902802641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-22.44416996130934,34.62813884356266,12.183968882253321,-34.0538836335312,25.979330295161716,-8.074553338369483,N,A+,N,NA,NA,2.718281828459045,1,NA,NA
41,47,Brockport,E8,2,21.40097017791081,20.63631448751627,33.78948089352513,13.153166406008861,1.1324402173504295,1913.6399187390903,1908.6717486311186,1,0,1,0,0,0,8.008431257745046,1.991568742254953,8.008431257745046,1.991568742254953,5.83512067608594,1.16487932391406,0.2595468696761739,0.005034119040865481,0.2595468696761739,0.5110788956899189,0.10053649643685994,0.6519628139169684,0.539026898580335,0.11114787170308153,0.8481707860373657,6.874056418257815,0.9856491836155914,0,1,1,0,0.00221108587698704,0.04527371111935652,0.29505696178960406,6.874056418257815,Buffalo State,TRUE,NA,6.874056418257815,Buffalo State,FALSE,NA,10.438254316911529,18.525234445185422,28.96348876209695,5.11683401544753,11.597086527650287,16.713920543097817,C,B+,B+,1,2.6795508404118484,2.718281828459045,1,0.5,0.06537294027654637
42,41,Whitworth,NWC,6,20.79225186595831,19.260559656186288,33.60593017805501,14.345370521868725,0.8022357972972681,2155.7561758337247,2123.6466641416573,0,0,0,0,0,0,7.719789004581316,2.2802109954186838,7.166103237746078,1.8338967622539224,5.383480878051211,1.616519121948789,NA,NA,NA,0.571506281582717,0.10839623112166204,0.6680447360605458,0.571506281582717,0.10839623112166204,0.6680447360605458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-23.30641040925539,26.13637150859116,2.8299610993357724,-30.440949239049875,11.399888211761048,-19.041061027288826,N,A,N,NA,NA,2.718281828459045,1,NA,NA
43,42,Centre,SAA,3,20.65497799990009,20.089531442259464,36.460398696683434,16.37086725442397,1.142976725364301,1819.2045723465394,1845.1588889035152,0,0,0,0,0,0,6.97085470758646,3.029145292413541,6.97085470758646,3.029145292413541,4.9576494596472,2.0423505403527997,NA,NA,NA,0.6322419975070058,0.17066255126347968,0.6764441461423741,0.6322419975070058,0.17066255126347968,0.6764441461423741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-20.9812001238275,29.020128193379858,8.038928069552359,-30.764721211950633,16.738674717105102,-14.02604649484553,N,A+,N,NA,NA,2.718281828459045,1,NA,NA
44,44,Washington and Lee,ODAC,3,19.473513004959226,18.716849594874546,32.74707455857614,14.03022496370159,1.910410532962562,1850.0257953849598,1879.3307018323894,0,0,0,0,0,0,7.1832832433725535,2.8167167566274474,7.1832832433725535,2.8167167566274474,6.266291832141952,1.7337081678580484,NA,NA,NA,0.49590685772464127,0.11498015104182469,0.8680006069148841,0.49590685772464127,0.11498015104182469,0.8680006069148841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-21.394121066854975,49.20631311895729,27.812192052102315,-27.581697522408827,33.19367834113144,5.611980818722611,N,A+,B-,NA,NA,2.718281828459045,1,NA,NA
45,45,Baldwin Wallace,OAC,4,19.249206624191103,18.08512332740193,32.236839608263125,14.151716280861192,1.7161467843152245,2006.1342100429488,1954.2755620750577,0,0,0,0,0,0,6.959201589612443,3.0407984103875587,6.959201589612443,3.0407984103875587,5.4896833130363545,2.5103166869636455,NA,NA,NA,0.5866244805719212,0.14280265720729685,0.6438983034151636,0.5866244805719212,0.14280265720729685,0.6438983034151636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-22.097843378022812,34.86188188805122,12.76403851002841,-27.580644617021253,25.742164361035673,-1.83848025598558,N,A+,D-,NA,NA,2.718281828459045,1,NA,NA
46,46,Maryville Tenn.,SAA,3,18.999636815724834,18.228251552115413,36.21338295761795,17.98513140550254,1.628974980308618,1847.8369854405132,1864.0368614121003,0,0,0,0,0,0,6.926323997602278,3.0736760023977223,6.274039399253045,2.7259606007469555,4.753002754828982,2.246997245171018,NA,NA,NA,0.6268351500414562,0.13653795740587524,0.6569894107431214,0.6268351500414562,0.13653795740587524,0.6569894107431214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-24.628346034159264,27.131065284950466,2.502719250791202,-34.164851383216906,21.644947855808987,-12.51990352740792,N,A+,N,NA,NA,2.718281828459045,1,NA,NA
47,50,Muhlenberg,CC,2,18.880067278381105,17.428226343504534,37.507613482188326,20.079387138683792,1.4965589172419451,2074.457305909638,2063.052860859081,1,0,1,0,0,0,6.176140945930916,3.823859054069084,6.176140945930916,3.823859054069084,4.459520443670439,2.5404795563295606,0.7585337281355162,0.10988497212460813,0.7585337281355162,0.6747647606342696,0.18695037500600448,0.7613728343540148,0.6654570975785755,0.1955131975483818,0.762792387463264,-0.2759855559452369,0.8917038138956481,0,1,1,0,0.02908312541093605,0.22946900017217664,0.6602880651064719,-0.2759855559452369,Moravian,TRUE,NA,-0.2759855559452369,Moravian,FALSE,NA,16.028651769368764,10.743293129696639,26.771944899065403,8.596529731607085,2.2653618188103053,10.86189155041739,B,C-,B,1,2.4392821956042363,2.718281828459045,1,0.5,0.20107924028060556
48,38,Hobart,LL,2,18.05104190891253,17.118772873206026,33.57486161199502,16.456088738788992,1.501893389887988,1874.4377369320648,1894.7034859776688,0,1,0,1,0,0,7.466738713145409,2.5332612868545907,7.466738713145409,2.5332612868545907,5.405848050947224,1.594151949052776,0.6230576438025225,0.05313232716651162,0.6230576438025225,0.5559680125936824,0.095712823337233785,0.7251222894915464,0.5485136091260336,0.10044398957842514,0.7761546123360583,-20.791634429444905,1,0,0,1,0,-0.9526477553369255,-0.6975059886942412,-0.2621909924856821,-20.791634429444905,Alfred,TRUE,NA,-20.791634429444905,Alfred,FALSE,NA,1.2403032320229157,-0.09980459566695488,1.1404986363559608,-10.474076751976334,-14.274383061658314,-24.748459813634646,N,N,N,0,2.718281828459045,2.718281828459045,1,0.16666666666666666,-0.7525243726474903
49,48,Wabash,NCAC,4,17.928550103867956,17.18505417461097,34.82036426000558,17.635310085394615,2.6645421603258876,1813.851526564504,1825.30934330475,0,0,0,0,0,0,6.605654247062868,3.394345752937132,6.605654247062868,3.394345752937132,5.537242151087682,2.462757848912318,NA,NA,NA,0.6200536359569401,0.18601396661976183,0.8053035248572289,0.6200536359569401,0.18601396661976183,0.8053035248572289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-14.681503603891418,23.453535977590903,8.772032373699485,-22.852153781910868,18.38569695960768,-4.466456822303186,N,A,N,NA,NA,2.718281828459045,1,NA,NA
50,51,East Texas Baptist,ASC,3,16.492153729424043,15.787606443245423,37.263462181132965,21.475855737887542,1.5725942666819304,1767.8134568185535,1772.8127190510706,0,0,0,0,0,0,5.00448616400439,4.995513835995611,4.183545718777464,4.816454281222537,1.7953371049717535,4.204662895028246,NA,NA,NA,0.6860839627245969,0.30517162842919265,0.4066834022291874,0.6860839627245969,0.30517162842919265,0.4066834022291874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-41.10840819985222,15.190329870049144,-25.918078329803077,-51.819162072260575,7.859881404703494,-43.95928066755708,N,B,N,NA,NA,2.718281828459045,1,NA,NA
51,49,RPI,LL,2,16.443852440115304,15.54192545378633,33.01673139286245,17.474805939076116,0.8579420770087337,1817.893497905253,1855.7262328966606,0,0,0,0,0,0,7.270020692505002,2.7299793074949976,7.270020692505002,2.7299793074949976,5.212261301311079,1.787738698688921,NA,NA,NA,0.5156041603650612,0.09851201400106042,0.5877855270701653,0.5156041603650612,0.09851201400106042,0.5877855270701653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-27.871908717130626,18.0857360032663,-9.786172713864325,-34.530542511005585,10.586512953124064,-23.94402955788152,N,B+,N,NA,NA,2.718281828459045,1,NA,NA
52,52,Concordia-Moorhead,MIAC,6,15.728965274380156,14.742420885047185,30.937875599725103,16.19545471467792,1.5974058998624334,1840.6643581335393,1842.8239418261646,0,0,0,0,0,0,7.214777133989761,2.7852228660102387,6.319157299643237,2.680842700356763,6.319157299643237,2.680842700356763,NA,NA,NA,0.4792426445232153,0.15422982138335398,0.4730555821010184,0.4792426445232153,0.15422982138335398,0.4730555821010184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.718281828459045,1,NA,NA
53,54,Ohio Northern,OAC,4,15.380243723631615,14.845633891060245,37.998945670574905,23.15331177951466,1.3532650956941223,1670.8268899389068,1714.3093329573483,0,0,0,0,0,0,6.937426102567223,3.0625738974327774,6.937426102567223,3.0625738974327774,5.215148095758433,2.7848519042415667,NA,NA,NA,0.5516851188350596,0.14445815073994578,0.421222782286337,0.5516851188350596,0.14445815073994578,0.421222782286337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-31.126127441983403,18.51972807419907,-12.606399367784334,-42.37103474329361,17.097092483047497,-25.273942260246116,N,A,N,NA,NA,2.718281828459045,1,NA,NA
54,53,Franklin and Marshall,CC,2,14.995264490106099,13.81965708807972,29.03803762249305,15.21838053441333,2.2822894846347053,1873.1902849496132,1902.154822421364,1,0,1,0,0,0,6.060461717237036,3.939538282762963,6.060461717237036,3.939538282762963,3.8655982478711466,3.1344017521288534,0.35981647120839366,0.011077987040363668,0.35981647120839366,0.6087728267462891,0.17603247029554886,0.5362038946650607,0.6364346440282775,0.19436074621279162,0.6243976063933943,-16.58543756676185,0.955827641955127,0,0,1,0,0.009063896310589126,0.11330235578599424,0.4779476687823413,-16.58543756676185,Lebanon Valley,TRUE,NA,-16.58543756676185,Lebanon Valley,FALSE,NA,5.42196343292272,0.12712315181849876,5.549086584741218,5.157084323788784,-10.804863252887305,-5.647778929098521,D,N,N,1,2.6008222420003424,2.718281828459045,1,0.16666666666666666,0.12195734488101619
55,55,Denison,NCAC,4,13.810298070907708,12.80306716308997,32.68606948710707,19.8830023240171,1.8331768790507117,1794.1075546268576,1810.2825499890107,0,0,0,0,0,0,5.6947350916451605,4.3052649083548395,5.6947350916451605,4.3052649083548395,4.607297991671556,3.3927020083284436,NA,NA,NA,0.5647695703821742,0.1953308820913456,0.5310043119400275,0.5647695703821742,0.1953308820913456,0.5310043119400275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-35.43974805352259,16.793491475494996,-18.646256578027597,-41.476103458643536,13.368594975792352,-28.107508482851184,N,B+,N,NA,NA,2.718281828459045,1,NA,NA
56,56,Wittenberg,NCAC,4,13.52669972252402,12.76403851002841,36.551022025105915,23.786983515077505,1.822347364487381,1719.0782223123567,1706.2761053811798,0,0,0,0,0,0,5.559295224548618,4.440704775451382,5.559295224548618,4.440704775451382,4.661653977735594,3.338346022264406,NA,NA,NA,0.6401875377721316,0.20435913890109755,0.8933271331511459,0.6401875377721316,0.20435913890109755,0.8933271331511459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-15.840856417915884,33.92597974531782,18.085123327401934,-25.742164361035673,27.580644617021253,1.83848025598558,N,A+,C-,NA,NA,2.718281828459045,1,NA,NA
57,57,Pomona-Pitzer,SCIAC,6,13.376625601263335,12.063370504404308,32.39896122837169,20.335590723967382,1.4061557293407037,1912.8998423290866,1846.3380238333734,0,0,0,0,0,0,6.7829199330917564,2.217080066908244,6.7829199330917564,2.217080066908244,5.004381171024989,1.9956188289750108,NA,NA,NA,0.4790058593131914,0.05384340592473326,0.31996865741566904,0.4790058593131914,0.05384340592473326,0.31996865741566904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-33.65539350713086,11.696205753895788,-21.95918775323507,-39.40464065351642,7.547304095569458,-31.857336557946958,N,C+,N,NA,NA,2.718281828459045,1,NA,NA
58,60,Dubuque,ARC,5,13.14153333841165,12.159760946381837,34.8945183353932,22.734757389011364,1.3736482687634393,1768.8621765936957,1785.8983991267737,0,0,0,0,0,0,5.162762791409807,4.837237208590193,5.162762791409807,4.837237208590193,5.034773015702787,2.965226984297213,NA,NA,NA,0.6124811588241921,0.26315471564140136,0.9865112108234546,0.6124811588241921,0.26315471564140136,0.9865112108234546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-14.106288260783073,47.14913941700009,33.04285115621702,-22.20386605115315,46.57918700223814,24.375320951084994,N,A+,A,NA,NA,2.718281828459045,1,NA,NA
59,58,Chapman,SCIAC,6,13.109120995382709,11.710997672194612,33.53551227708109,21.824514604886478,1.2485820431069419,1896.3375704452608,1929.0319792045373,0,0,0,0,0,0,5.065128570714361,3.9348714292856384,5.065128570714361,3.9348714292856384,4.956306387998268,2.043693612001732,NA,NA,NA,0.6294845161229458,0.19911125135807017,0.9905123803542214,0.6294845161229458,0.19911125135807017,0.9905123803542214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-9.489057196854676,47.78086850019373,38.29181130333906,-16.374855391949637,40.285768007108295,23.910912615158658,N,A+,A,NA,NA,2.718281828459045,1,NA,NA
60,61,Rowan,NJAC,2,12.93456006900449,12.183968882253318,35.232490242138404,23.048521359885086,1.1206779263301723,1693.4642405144084,1699.1188167627217,0,0,0,0,0,0,6.599375073708404,3.4006249262915964,6.599375073708404,3.4006249262915964,4.814025610963985,2.185974389036015,NA,NA,NA,0.5371288829331914,0.13028820029238714,0.6758546974070424,0.5371288829331914,0.13028820029238714,0.6758546974070424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-17.357941984179053,38.867477504741146,21.509535520562093,-25.979330295161716,34.0538836335312,8.074553338369483,N,A+,C+,NA,NA,2.718281828459045,1,NA,NA
61,59,Monmouth,MWC,5,12.875996191324328,12.05564034228886,34.26809035305705,22.212450010768187,1.2722897381212557,1701.4589577305262,1741.8359615940553,0,0,0,0,0,0,8.046333276205287,1.9536667237947116,8.046333276205287,1.9536667237947116,7.973856370728394,1.0261436292716057,NA,NA,NA,0.30430647312730386,0.07038650732279307,0.9748886146621514,0.30430647312730386,0.07038650732279307,0.9748886146621514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-3.2287500607500705,35.270761822223676,32.0420117614736,-11.093499520315117,33.99555896221332,22.902059441898206,N,A+,A,NA,NA,2.718281828459045,1,NA,NA
62,62,Claremont-Mudd-Scripps,SCIAC,6,12.858867658897907,11.549695255151061,26.110739712646783,14.561044457495722,1.325509152683454,1866.29465598916,1885.988046382866,0,0,0,0,0,0,5.983568770799259,3.016431229200741,5.983568770799259,3.016431229200741,4.721188470497784,2.2788115295022164,NA,NA,NA,0.5616090555226383,0.053791410368959264,0.6007941830212277,0.5616090555226383,0.053791410368959264,0.6007941830212277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-18.900311025349147,29.023997586127823,10.123686560778676,-18.3613366560098,17.18170115013154,-1.1796355058782595,N,A+,N,NA,NA,2.718281828459045,1,NA,NA
63,64,Pacific Lutheran,NWC,6,12.173637318317411,11.090074794646199,30.092188885623205,19.002114090977006,0.46580766886534386,1783.6511704363757,1784.187787830114,0,0,0,0,0,0,6.333413632582144,3.666586367417856,5.34251031064023,3.65748968935977,4.416371703906005,2.5836282960939947,NA,NA,NA,0.5357180962338411,0.1394224917023293,0.50562250160182,0.5357180962338411,0.1394224917023293,0.50562250160182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-23.53738035378816,25.56551881796303,2.028138464174873,-27.158177891150846,19.4691282976241,-7.689049593526747,N,A,N,NA,NA,2.718281828459045,1,NA,NA
64,65,Albion,MIAA,4,12.159924795486804,11.029026255096909,32.15588775548364,21.12686150038673,0.5282267164646159,1802.5066113917237,1792.5217953778044,0,0,0,0,0,0,6.702556500286633,3.2974434997133657,6.702556500286633,3.2974434997133657,4.308733185059211,2.6912668149407892,NA,NA,NA,0.5149305496933886,0.11919842817764437,0.40293464037651444,0.5149305496933886,0.11919842817764437,0.40293464037651444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-26.734219251279796,31.63744343397993,4.903224182700132,-32.24039292477731,27.52127196508902,-4.71912095968829,N,A+,N,NA,NA,2.718281828459045,1,NA,NA
65,63,Ursinus,CC,2,11.658583776991332,10.074281367242929,32.480339605116534,22.406058237873605,0.7050698361933098,1928.4391238612752,1938.8030129591305,1,0,1,0,0,0,5.7628177497363655,4.2371822502636345,5.7628177497363655,4.2371822502636345,3.4634701444715312,3.5365298555284688,0.08795445735879115,5.150149599648657e-4,0.08795445735879115,0.579861417863534,0.15591553446615464,0.39456235267837664,0.6345177468085053,0.1731822588557313,0.5478663003381694,-18.468161591224515,0.9967587140141335,0,0,1,0,3.6095396397461954e-4,0.012964461300432828,0.1415394487408157,-18.468161591224515,Alvernia,TRUE,NA,-18.468161591224515,Alvernia,FALSE,NA,4.6444856060379625,-0.7589313778102866,3.885554228227676,-1.5333830639994304,-4.268470264554141,-5.801853328553571,N,N,N,1,2.709485363293714,2.718281828459045,1,0.16666666666666666,0.02809187220560087
66,67,McMurry,SCAC,3,11.541833765528565,11.191910446492965,27.639842347006418,16.447931900513453,2.110984892060524,1501.745460232961,1581.5241217778016,0,0,0,0,0,0,5.948635545499121,3.0513644545008787,5.948635545499121,3.0513644545008787,4.014897213429107,0.9851027865708932,NA,NA,NA,0.5581392345871296,0.11553671250314716,0.7447834327382169,0.5581392345871296,0.11553671250314716,0.7447834327382169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-21.42574437073999,24.9392975123585,3.513553141618509,-22.465263330012583,11.165986903946418,-11.299276426066164,N,A,N,NA,NA,2.718281828459045,1,NA,NA
67,68,Illinois Wesleyan,CCIW,5,11.376343834733344,10.378971152756208,34.037731497750606,23.6587603449944,1.2529036132379163,1729.630132330412,1747.010532904727,0,0,0,0,0,0,5.285910821588562,4.714089178411437,5.285910821588562,4.714089178411437,5.072252351374163,3.9277476486258367,NA,NA,NA,0.6193693248545515,0.25108668586588945,0.9587884763582504,0.6193693248545515,0.25108668586588945,0.9587884763582504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-13.383648621736736,39.535658291249085,26.15200966951235,-20.962205810996245,33.47435824963473,12.512152438638488,N,A+,B,NA,NA,2.718281828459045,1,NA,NA
68,69,Lake Forest,MWC,5,11.276356221131262,10.123686560778676,29.023997586127823,18.900311025349147,0.6612852010924329,1767.3857218439482,1810.8590760794514,0,0,0,0,0,0,8.22136104093427,1.7786389590657328,8.22136104093427,1.7786389590657328,7.75164193762551,1.24835806237449,NA,NA,NA,0.28619493002153157,0.03388364691384806,0.7683165261803961,0.28619493002153157,0.03388364691384806,0.7683165261803961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-14.561044457495722,26.110739712646783,11.549695255151061,-17.18170115013154,18.3613366560098,1.1796355058782595,N,A,D,NA,NA,2.718281828459045,1,NA,NA
69,71,Heidelberg,OAC,4,10.715855223220398,9.440451853295578,35.3499431771785,25.909491323882925,1.2003551014147231,1797.4208244287013,1828.8939149506496,1,0,1,0,0,0,6.088116358996117,3.911883641003883,6.088116358996117,3.911883641003883,4.192038806097659,3.807961193902341,0.03806785024417225,1.0682881958912205e-4,0.03806785024417225,0.5124438071203921,0.1386244314648856,0.1880954390992744,0.5651522467733054,0.15401527620325187,0.33812302795437654,-18.088761500374844,0.999838074031387,0,0,1,0,1.0488189571944417e-5,9.663297772595225e-4,0.025794720513888314,-18.088761500374844,Hiram,TRUE,NA,-18.088761500374844,Hiram,FALSE,NA,22.128810827732952,-13.26494507244467,8.863865755288282,19.79591555066424,-24.844557867820576,-5.048642317156336,A,N,N,1,2.7178417036757865,2.718281828459045,1,0.16666666666666666,0.004626474106187199
70,90,UW-Eau Claire,WIAC,6,10.566941222371176,9.387719720524643,32.39664790511506,23.008928184590417,1.678770683619616,1758.7113449445924,1800.836953315094,1,0,1,0,0,0,3.1617711605653724,6.8382288394346284,3.1617711605653724,6.8382288394346284,0.8581381965668641,6.141861803433136,0.7720779878095239,0.11839938710085862,0.7720779878095239,0.7536301450340914,0.40803985508481205,0.33746478914631844,0.75158038472571,0.4402221293052513,0.12015818981471577,-0.3422126964797876,0.9239557201408097,0,1,1,0,0.01826421617018603,0.17434077015969063,0.5857775297246532,-0.3422126964797876,Carroll,TRUE,NA,-0.3422126964797876,Carroll,FALSE,NA,6.491944162242296,20.263933874296676,26.755878036538974,1.298871545058347,23.81747168687935,25.116343231937698,D-,A,A-,1,2.519236098722218,2.718281828459045,1,0.5,0.16487528642576543
71,76,Huntingdon,USAC,3,10.400665593953649,9.96735014572073,30.680995656217323,20.713645510496594,1.618166337394384,1510.399616048334,1562.6781098093247,0,0,0,0,0,0,7.1369057992103375,2.8630942007896634,7.1369057992103375,2.8630942007896634,5.724233492022367,1.2757665079776332,NA,NA,NA,0.45510870252642166,0.06904520570310975,0.777203637529956,0.45510870252642166,0.06904520570310975,0.777203637529956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-12.352867745909096,40.137784337940175,27.78491659203108,-15.919744224803837,37.28391672338641,21.364172498582576,N,A+,A-,NA,NA,2.718281828459045,1,NA,NA
72,73,Texas Lutheran,SCAC,3,10.361532082806036,9.590391272136426,31.789050425257546,22.19865915312112,1.3947340985028567,1602.5019392382808,1696.8449077692494,0,1,0,1,0,0,5.6191491246564205,3.38085087534358,5.6191491246564205,3.38085087534358,3.7168240240131474,1.2831759759868526,0.940804384168114,0.3567453810714911,0.940804384168114,0.5640089687127486,0.0913834927529719,0.7546046779790727,0.5169095417808279,0.058213256713157,0.6925381092493922,-15.629255920352058,1,0,0,1,0,-0.8136553953353242,-0.3965070087534778,-0.07835190289045546,-15.629255920352058,Trinity Texas,TRUE,NA,-15.629255920352058,Trinity Texas,FALSE,NA,1.402939508884739,9.978767230407579,11.381706739292317,-6.173836781538068,5.520413240307342,-0.6534235412307261,N,C,D-,0,2.718281828459045,2.718281828459045,1,0.16666666666666666,-0.5520553510672306
73,74,Western Connecticut,LAND,2,10.228126543117416,9.619858542439811,39.12846287232663,29.50860432988682,0.694852862086673,1554.572397930958,1627.883803901673,0,0,0,0,0,0,6.471876717704175,3.528123282295826,6.431949176144756,2.5680508238552444,3.80739434965257,2.19260565034743,NA,NA,NA,0.4990803488025185,0.13103242353959058,0.4695257370917974,0.4990803488025185,0.13103242353959058,0.4695257370917974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-31.833283695248088,19.766442033130776,-12.066841662117312,-44.410188303101705,21.26587882898695,-23.144309474114756,N,A,N,NA,NA,2.718281828459045,1,NA,NA
74,75,Bridgewater,ODAC,3,10.101503253868927,9.288221121807961,31.352917648466185,22.064696526658224,0.4561072356218274,1646.0809926820743,1643.088217370062,0,0,0,0,0,0,6.307195351679925,3.692804648320074,6.307195351679925,3.692804648320074,5.390952991386653,2.609047008613347,NA,NA,NA,0.4825756781228635,0.1289554012465715,0.6927817290638778,0.4825756781228635,0.1289554012465715,0.6927817290638778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-29.74655693209726,25.23974987271626,-4.506807059381,-34.53997647754116,18.896787092951232,-15.643189384589927,N,A,N,NA,NA,2.718281828459045,1,NA,NA
75,77,St. Norbert,NACC,5,9.878982480265572,8.772032373699485,25.412354455778477,16.640322082078992,1.322556236468728,1730.9535964641475,1739.1360857344878,0,0,0,0,0,0,7.43148731210132,2.5685126878986804,7.43148731210132,2.5685126878986804,6.5113602525275756,1.4886397474724244,NA,NA,NA,0.3803903443698199,0.06472954719548292,0.735685320099373,0.3803903443698199,0.06472954719548292,0.735685320099373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-19.59412856358219,36.77918273819316,17.18505417461097,-18.38569695960768,22.852153781910868,4.466456822303186,N,A+,C-,NA,NA,2.718281828459045,1,NA,NA
76,78,Shenandoah,ODAC,3,9.587074822775767,8.448747227243448,29.158794380376534,20.710047153133086,1.3432663830244762,1739.7748276663328,1731.9349211580645,0,0,0,0,0,0,6.978687026986889,3.02131297301311,6.978687026986889,3.02131297301311,5.320998133094773,2.679001866905227,NA,NA,NA,0.40870376735243896,0.07938278249511735,0.3063185663444783,0.40870376735243896,0.07938278249511735,0.3063185663444783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,-32.51424778545678,17.322719960601038,-15.191527824855743,-35.11354406281102,9.00811524170137,-26.105428821109655,N,B,N,NA,NA,2.718281828459045,1,NA,NA
